StudentID,cohort_term,Marital Status,Adjusted Gross Income,Parent Adjusted Gross Income,Father's Highest Grade Level,Mother's Highest Grade Level,Housing,2012 Loan,2012 Scholarship,2012 Work/Study,2012 Grant,2013 Loan,2013 Scholarship,2013 Work/Study,2013 Grant,2014 Loan,2014 Scholarship,2014 Work/Study,2014 Grant,2015 Loan,2015 Scholarship,2015 Work/Study,2015 Grant,2016 Loan,2016 Scholarship,2016 Work/Study,2016 Grant,2017 Loan,2017 Scholarship,2017 Work/Study,2017 Grant
308298,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308301,1,Single,13891,47592,College,High School,With Parent,,,,,7500,,,,7500,,,,,,,,,,,,,,,
308304,1,Single,0,0,Unknown,Unknown,On Campus Housing,,,,,,,,12790,,,,,,,,,,,,,,,,
308310,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308316,1,Single,0,10090,High School,Middle School,On Campus Housing,,,,,3500,,,11790,9500,,,12001,13000,,,12116,19500,,,5775,2387,,,2181
308320,1,Single,0,0,Middle School,Middle School,With Parent,,,,,,7321.8,,6150,,3000,,12601,,,,,,,,,,,,
308326,1,Single,0,106664,Middle School,College,On Campus Housing,,,,,3500,,,,3500,250,,,4500,,,,5500,,,,2812,,,
308361,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308362,1,Single,0,19292,Unknown,Unknown,Off Campus,,,,,,,,13540,,,,13151,2200,,,12192,,,,10887,,,,9630
308363,1,Single,0,12360,Unknown,Unknown,With Parent,,,,,3000,,,12390,5500,,,12601,3821,,,13016,5500,,,12255,7500,,,9719
308365,1,Single,0,78124,High School,High School,On Campus Housing,,,,,5500,,,3894,9500,,,5015,15000,,,3608,11500,,,626,12100,,,
308367,1,Single,0,28545,Middle School,Middle School,Off Campus,,,,,5500,,,5000,,,2800,12601,,,3500,12116,,,2600,12255,,,2000,11523
308427,1,Divorced,12082,0,College,High School,Off Campus,,,,,9086,,,11790,10500,,,12601,1548,,,12716,,,,,,,,
308434,1,Single,0,35816,Middle School,High School,With Parent,,,,,,,,12440,,,2000,11783,,,,12294,,,,11600.5,972,,,1884
308436,1,Single,0,1037,Unknown,College,With Parent,,,,,,,1500,13540,,,2000,13151,,,2000,13866,,,,13405,550,,,10913
308438,1,Single,13617,0,Middle School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
308442,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308465,1,Single,0,39513,High School,High School,On Campus Housing,,,,,8000,,1000,13190,3500,,,10660,5500,,,7284,7500,,,,7500,,,
308469,1,Single,0,47883,High School,Middle School,On Campus Housing,,,,,8000,5550,,11190,10750,5645,,3811,,,,,,,,,,,,
308475,1,Single,0,14676,Middle School,High School,With Parent,,,,,,,,12390,,,,,,,,,,,,,,,,
308487,1,Single,10036,0,Middle School,High School,With Parent,,,,,,,,824.42,,,,,,,,,,,,,,,,
308506,1,Single,0,34835,Middle School,High School,With Parent,,,,,,,,11790,2200,,,12001,,,,,,,,,,,,
308536,1,Single,0,12899,High School,High School,On Campus Housing,,,,,9500,,500,13790,9500,,2000,14001,3789,,,13216,4500,,,10159,7500,,,14023
308540,1,Single,0,58975,Middle School,Middle School,With Parent,,,,,5500,,,1816,6500,,2000,,7500,1000,2000,2472,5500,,,3989,6000,,,
308541,1,Single,0,21849,High School,High School,On Campus Housing,,,,,,,,11790,,,,12001,,,2000,12716,,,,,,,,
308544,1,Single,2624,22795,High School,High School,On Campus Housing,,,,,,,,11740,,,,12001,,,,12716,,,,6428,,,,
308554,1,Single,24804,0,High School,College,On Campus Housing,,,,,12500,,,,5500,,,1748,5250,,,,10500,,,2225,12500,,,1776
308561,1,Single,0,14527,High School,High School,With Parent,,,,,,,,12940,,,,13151,,,,13266,,,,10837,2000,,,8963
308572,1,Single,0,28494,Middle School,Middle School,With Parent,,,,,,,,11490,,,3200,11633,2000,,4500,9292,3000,,4000,3389,5110,,500,2672
308583,1,Single,0,23935,Unknown,Unknown,Off Campus,,,,,3500,,,8742,,,2000,12601,,,3200,12716,,,2000,12255,7500,,2000,9569
308586,1,Single,2558,153099,College,High School,On Campus Housing,,,,,24462,,,,21398,,,,5500,,,,11000,,,,14000,,,
308598,1,Single,2579,27000,College,High School,With Parent,,,,,,,,5550,,,,12601,,,,,,,,,,,,
308606,1,Single,12475,14300,Unknown,Unknown,With Parent,,,,,,,,11790,,,,11951,1857,,,13016,,,,12705,,,,
308607,1,Single,0,13475,High School,College,With Parent,,,,,,,,11790,,,,11951,,,,12716,,,,11871,14966,,,
308608,1,Single,154660,154660,College,College,On Campus Housing,,,,,15000,,,,,,,,,,,,,,,,,,,
308636,1,Single,0,70658,Unknown,Unknown,With Parent,,,,,,,,1300,3500,,,,4500,,2000,2080,5500,,2000,2125,5500,,,
308654,1,Single,1566,16549,High School,High School,Off Campus,,,,,,,2000,11740,,,,,,,,,,,,,,,,
308656,1,Single,0,9666,Middle School,Middle School,With Parent,,,,,,,,13540,,,,13151,,,,,,,,,,,,
308662,1,Single,39672,100093,High School,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
308673,1,Single,0,41547,College,College,With Parent,,,,,,,2000,8950,,250,,9085,,,,5916,,,2000,7987,,,,
308675,1,Single,0,75422,College,High School,With Parent,,,,,3500,,,,5000,,,,,,,,,,,,,,,
308677,1,Single,27453,0,High School,High School,Off Campus,,,,,4785,,,,,,,2118,3500,,,4898,4500,,,5054,5500,,,2907
308678,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308682,1,Single,7121,0,High School,High School,Off Campus,,,,,,,,11040,,,,,,,,,,,,,,,,
308683,1,Single,-24326,0,Middle School,Unknown,Off Campus,,,,,7500,,,4856,,,,,,,,,,,,,,,,
308689,1,Single,13913,0,High School,High School,With Parent,,,,,3500,,,2850,,,,1799,,,,,,,,,,,,
308690,1,Single,12663,0,College,College,With Parent,,,,,2750,,,11790,,,,1412,,,,,,,,,,,,
308692,1,Single,3546,0,Unknown,Unknown,Off Campus,,,,,,,,6908,,,,12001,2149,,,2149,,,,,,,,
308695,1,Married,15600,0,College,College,Off Campus,,,,,7600,3000,,3852,4599,3500,,3886,,,,,,,,,,,,
308702,1,Single,1595,127231,Unknown,College,Off Campus,,,,,3500,,,,5500,,,,,,,,,,,,,,,
308709,1,Married,42263,0,High School,High School,Off Campus,,,,,7500,,,5550,10500,,,3695,,,,,,,,,,,,
308710,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308714,1,Single,0,0,College,College,Off Campus,,,,,12500,,,10002,10500,,,5645,,,,,10500,,,6171,12500,,,
308717,1,Single,1188,36018,College,College,Off Campus,,,,,,7159.8,,7192,,5500,,8281,,8000,,2980,,8453.6,,4425,,,,
308724,1,Single,0,0,Middle School,Middle School,On Campus Housing,,,,,10000,,2000,13040,,,,,,,,,,,,,,,,
308732,1,Single,0,0,High School,High School,Off Campus,,,,,,,2000,11640,3500,,,9531,1100,,730,11894,,,,,,,,
308738,1,Single,0,33764,College,High School,With Parent,,,,,,,,11290,,,,,,,,,,,,,,,,
308742,1,Single,0,74840,High School,Unknown,Off Campus,,,,,5500,,,,,,,,,,,,,,,,10500,,,11573
308747,1,Single,11655,33764,College,High School,With Parent,,,,,,,,7152,,,,,,,,,,,,,,,,
308748,1,Married,14705,0,Unknown,Unknown,Off Campus,,,,,5500,,,5550,,,,,,,,,,,,,,,,
308749,1,Single,7461,66282,High School,High School,With Parent,,,,,8500,,,3316,30073,,,,,,,,,,,,,,,
308781,1,Single,0,58086,Middle School,High School,With Parent,,,,,,,,,,,,7840,8820,,,8484,10500,,,825,6250,,,883
308796,1,Single,0,0,High School,Middle School,On Campus Housing,,,,,8000,,,11790,1750,,,2823,,,,,,,,,,,,
308805,1,Single,6132,85588,College,College,With Parent,,,,,5500,,,,5500,,,,,,,,,,,,,,,
308806,1,Single,0,83721,High School,College,With Parent,,,,,3500,,,,2751,,,,,,,,,,,,,,,
308812,1,Single,0,22797,College,College,With Parent,,,,,,,2000,12390,,,2000,12451,,,,12066,,,2610,12205,,,,
308814,1,Single,0,0,Middle School,Middle School,With Parent,,,,,,,,6150,,,2600,12601,,,2000,12716,,,75,12255,,,,
308821,1,Single,0,10460,High School,High School,With Parent,,,,,,,1000,11790,,,2000,12601,,,3800,12716,,,3600,12855,,,1565.45,6512
308831,1,Single,0,44127,Unknown,Unknown,Off Campus,,,,,6600,,,9800,5500,,,5445,6500,,,8016,12500,,,575,19400,,,4067
308839,1,Single,0,27017,High School,High School,With Parent,,,,,,,,4911.5,,,,,,,,,,,,,,,,
308858,1,Single,0,49712,College,Middle School,Off Campus,,,,,5500,,,8650,4500,,,12001,10500,,,5180,12500,,,5225,6770,,,2383
308859,1,Single,5155,8904,High School,High School,With Parent,,,,,,5550,,12940,,,,,,,,,,,,,,,,
308874,1,Single,0,82629,High School,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
308878,1,Single,0,52438,High School,College,Off Campus,,,,,,,,4892,,,,3811,,,,,4478,,,,3751,,,
308887,1,Single,0,78900,College,College,Off Campus,,,,,,,,,,,,,6500,,,,10500,,,5775,,,,
308894,1,Single,0,107117,High School,High School,With Parent,,,,,5500,,,,5500,,,,4500,,,,,,,,,,,
308898,1,Single,0,16812,Middle School,Middle School,Off Campus,,,,,,,,6936,5000,,,,,,,,,,,,,,,
308908,1,Single,0,10282,Middle School,Middle School,With Parent,,,,,,,,11790,,,,11851,,,,10800.97,,,,12255,5715,,,6512
308911,1,Single,20543,0,Unknown,Unknown,Off Campus,,,,,3500,,,2000,,,,,,,,,,,,,,,,
308913,1,Single,39353,0,College,College,Off Campus,,,,,3500,,,,5500,,,,,,,,,,,,,,,
308915,1,Single,0,127462,College,College,On Campus Housing,,,,,16500,,,,,,,,,,,,,,,,,,,
308917,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308937,1,,,,,,,,,,,,,,,,,,,6500,,,,,,,,,,,
308942,1,Married,27869,0,Middle School,Middle School,Off Campus,,,,,3750,,,1388,,,,,,,,,,,,,,,,
308948,1,Single,6367,10895,High School,High School,Off Campus,,,,,3500,,,11740,4500,,,4197,5500,,,6044,12500,,,1442,10100,,,1902
308954,1,Single,0,39916,High School,High School,With Parent,,,,,1200,,,10300,,,,,,,,,,,,,,,,
308957,1,Single,0,18959,College,High School,Off Campus,,,,,,,,11040,13300,,,,,,,11144,,,,10357,,,,11041
308960,1,Single,135000,135000,High School,High School,With Parent,,,,,5500,,,,,,,,,,,,,,,,,,,
308961,1,Single,0,29324,High School,High School,With Parent,,,,,,,,6150,,,,11851,,,,,,,,,,,,
308969,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308982,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309008,1,Single,0,35805,Middle School,High School,With Parent,,,,,,,,10790,,,,8681,,,,5520,,,,5691,,,,2865
309025,1,Single,0,79739,High School,High School,With Parent,,,,,13500,,,,13500,,,,11500,,,,5500,,,,3437,,,
309043,1,Single,820,128632,High School,High School,With Parent,,,,,9500,,,,9500,,,,10500,,,,14500,,,,13000,,,
309067,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309075,1,Single,0,67255,College,High School,With Parent,,,,,,,,,,,,695,4500,,,4708,,,,7887,,,,583
309078,1,Single,0,103868,High School,High School,With Parent,,,,,,10421.8,,,,10653.3,,,,10853,,,,12178.6,,,,,,
309082,1,Single,8361,0,Unknown,College,On Campus Housing,,,,,,,,6150,,,,,,,,4180,,,,10857,,,,11573
309087,1,Single,0,132859,High School,High School,On Campus Housing,,,,,3500,,,,,,,,,,,,,,,,,,,
309090,1,Single,12824,0,High School,College,Off Campus,,,,,7500,2000,,7792,10500,2000,,8161,,,,,,,,,,,,
309091,1,Single,0,0,Unknown,High School,Off Campus,,,,,7500,,,2775,10500,,,12001,12500,,,7817,,,,,,,,
309094,1,Single,0,144164,College,College,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,
309096,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309097,1,Single,5649,36403,Unknown,Unknown,With Parent,,,,,,,,1313,,,,,,,,,,,,,,,,
309104,1,Single,0,41933,High School,High School,With Parent,,,,,3500,,3000,9890,,,,,3500,,,9192,6500,,,3889,11850,,,
309109,1,Single,3542,28802,High School,College,With Parent,,,,,,,,11790,,,,12601,,,,12116,,,,,,,,1365
309115,1,Single,0,8422,Unknown,Unknown,With Parent,,,,,,,,11790,,,,12001,4500,,,5730,,,,12255,,,,
309120,1,Single,0,36027,High School,High School,On Campus Housing,,,,,12000,,,10690,10500,500,,12001,10500,,2003,12716,19000,,,9307,,,,
309126,1,Single,187,17213,College,High School,On Campus Housing,,,,,,3635.9,,1537.5,,,,,,,,,,,,,,,,
309129,1,Single,0,24887,College,High School,With Parent,,,,,5500,,,11790,3500,,,12001,4470,,,12066,,,,2110,7500,,,9641
309139,1,Single,0,29020,High School,High School,With Parent,,,,,,1000,,12040,,,,,,,,,3500,,,1505.59,,,,
309149,1,Single,0,24320,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,
309178,1,Single,7706,0,Middle School,Middle School,With Parent,,,,,5500,,,5550,12500,,,5645,2750,,,11294,,,,,8093,,,2423
309179,1,Married,86421,0,High School,High School,Off Campus,,,,,12500,,,,,,,,,,,,,,,,,,,
309181,1,Divorced,30877,0,College,College,Off Campus,,,,,7500,,,5456,,,,,,,,,,,,,,,,
309182,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309183,1,Single,0,0,College,High School,With Parent,,,,,7812,500,,3470,5050,,,5873,,,,,,,,,,,,
309191,1,Single,645,11649,College,High School,With Parent,,,,,3500,,,11790,3500,,,12601,4500,,,12066,5500,,,10337,7500,,,8253
309195,1,Single,0,74426,College,College,With Parent,,,,,5500,,,,,,,,,,,,,,,,,,,
309197,1,Single,0,137455,High School,College,On Campus Housing,,,,,5500,,,,,,,,,,,,,,,,,,,
309206,1,Single,0,45136,High School,High School,With Parent,,,,,4750,,,6945,10500,,,,11662,,,,7500,,,,,,,
309216,1,Single,13550,24388,High School,High School,On Campus Housing,,,,,,,3000,4700,,,2000,8865,,,,,,,,,,,,
309218,1,Single,0,15000,,,Off Campus,,,,,2750,,,2775,,,,,,,,,,,,,,,,
309233,1,Single,0,0,Unknown,High School,With Parent,,,,,5500,,,13065,4000,,500,7001,,,,,,,,,,,,
309235,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309239,1,Single,0,18707,High School,Middle School,With Parent,,,,,,1000,2000,13540,,,,,,,,,,,,,,,,
309243,1,Single,3733,176711,High School,High School,With Parent,,,,,,6000,,,,6000,,,,6000,,,,3000,,,,,,
309250,1,Single,0,36016,High School,College,With Parent,,,,,3500,,,10690,,,,,,,,,,,,,,,,
309259,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309262,1,Single,0,13409,Unknown,High School,On Campus Housing,,,,,,,,4857,,,,,,,,,3180,,,2888,6500,,,5815
309274,1,Single,0,107792,College,High School,With Parent,,,,,5500,,,,9500,,,,,,,,,,,,,,,
309277,1,Single,0,109097,High School,College,On Campus Housing,,,,,3500,,,,3500,,,8485,,,3000,9592,,,2000,10507,,,,
309312,1,Single,11519,0,Middle School,Middle School,Off Campus,,,,,,,,12390,2500,,,6001,,,,,,,,,5500,,,724
309320,1,Single,3500,157300,High School,High School,Off Campus,,,,,24500,,,,5500,,,,,,,,,,,,,,,
309330,1,Single,1556,73686,High School,High School,With Parent,,,,,,10421.8,,,,10653.3,,,,1079,,,,,,,,,,
309356,1,Married,191147,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
309357,1,Single,0,70000,High School,High School,With Parent,,,,,7403,,,,,,,,,,,,,,,,,,,
309366,1,Single,0,13359,Unknown,High School,With Parent,,,,,1750,,,2750,,,,,,,,,,,,,,,,
309372,1,Single,1210,3520,Middle School,High School,With Parent,,,,,3500,,,5550,3500,,,12001,4500,,,5730,5500,,,6125,7500,,,9105
309379,1,Single,430,31539,High School,College,Off Campus,,,,,3500,,,5650,,,,,,,,,,,,,,,,
309391,1,Single,0,53285,High School,High School,With Parent,,,,,5500,,,800,3500,,,1295,4500,1250,,,5500,,,,7500,,,
309398,1,Single,4154,217530,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
309459,1,Single,0,43770,College,College,Off Campus,,,,,5500,,,7052,,,,,,,,,,,,,,,,
309460,1,Single,0,14483,High School,High School,On Campus Housing,,,,,,,,13540,,,,13151,,,,6633,10500,,,5775,,,,6787
309464,1,Single,0,0,High School,High School,On Campus Housing,,,,,9500,,,11040,,,,,,,,,,,,,,,,
309485,1,Single,0,0,High School,College,On Campus Housing,,,,,9500,,,12390,9500,,,12001,10500,,,12716,10000,,,12255,14100,,,9119
309508,1,Single,0,35095,High School,High School,With Parent,,,,,3500,10000,,5500,,6000,,10733,,4890,,12116,,7000,,9059,,,,
309513,1,Single,0,166575,High School,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
309515,1,Single,3138,32693,College,College,With Parent,,,,,1750,,,9806.5,,,,,,,,,,,,,,,,
309524,1,Single,0,26298,Middle School,High School,On Campus Housing,,,,,8000,,,11790,,,,,,,,,,,,,,,,
309525,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309530,1,Single,0,0,Unknown,Unknown,On Campus Housing,,,,,12000,,,11040,,,,,,,,,,,,,,,,
309533,1,Single,0,17852,High School,High School,With Parent,,,,,1500,,,10390,,,,4811,,,,,,,,,,,,
309535,1,Single,4045,121663,College,College,With Parent,,,,,3500,,,,,,,,,,,,,,,,,,,
309536,1,Single,0,0,High School,High School,On Campus Housing,,,,,9500,,2000,11640,12000,,,11183,13000,,,9634,15000,,,11421,15000,,,8694
309545,1,Single,6460,115549,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
309552,1,Single,0,37018,College,College,With Parent,,,,,,,,10090,3500,,,8585,4500,,,10444,,,,,,,,
309555,1,Single,0,16797,High School,Middle School,With Parent,,,,,,,,13540,,,,13151,,,,13266,,,,13171,,,,
309556,1,Single,8622,16919,High School,High School,With Parent,,,,,3500,,,11040,,,,12001,,,,,,,,,,,,
309568,1,Single,0,0,College,Unknown,On Campus Housing,,,,,,,,5520,,,,,,,,,,,,,,,,
309590,1,Single,0,14472,College,High School,With Parent,,,,,,,,13540,,,,13151,,,,13216,,,2800,13355,,,2000,13523
309646,1,Single,8614,0,High School,College,With Parent,,,,,3500,,,11040,,,,,5500,,,5730,2750,,,1444,,,,
309654,1,Single,0,38344,Unknown,College,With Parent,,,,,5500,,,5000,139,,,2598,,,,,,,,,,,,
309668,1,Single,0,123158,College,College,With Parent,,,,,,,,,,5000,,,,5000,,,,5000,,,,,,
309686,1,Single,0,69963,High School,High School,With Parent,,,,,7570,1000,,1200,14900,,,,16576,,,,11500,,,,10700,,,
309691,1,Single,0,98429,Middle School,High School,With Parent,,,,,3500,,,,,,,,,,,,,,,,,,,
309693,1,Single,443,69109,High School,High School,With Parent,,,,,9700,,,,,,,,,,,,,,,,,,,
309702,1,Single,0,30767,High School,Unknown,With Parent,,,,,,,2000,8842,,250,2000,7961,,,3300,7958,,,3000,8039,,,2000,7729
309720,1,Single,0,37440,High School,High School,With Parent,,,,,,,,12240,,,,,,,,,,,,,,,,
309732,1,Single,0,34477,,High School,With Parent,,,,,,,2000,8650,,,,8785,,,,8284,,,,12255,,,,9719
309736,1,Single,0,15334,High School,Middle School,With Parent,,,,,,,,13540,,,,11783,,,,13266,5500,,,2763,7500,,,8813
309750,1,Single,5577,25784,Unknown,Unknown,On Campus Housing,,,,,8000,,,11790,,,,,,,,,,,,,,,,
309751,1,Single,0,49035,High School,College,With Parent,,,,,5500,,,2100,3500,,,,11130,,,2528,7500,,,2425,,,,
309754,1,Single,7509,0,Unknown,Unknown,Off Campus,,,,,4222,,2000,11790,,,,,,,,,,,,,,,,
309780,1,Single,0,37994,Unknown,College,On Campus Housing,,,,,3000,,,8650,3500,,,8685,4500,,,7184,7500,,,6987,,,,
309787,1,Single,0,17574,High School,Unknown,With Parent,,,,,,,,11790,,,,11951,,,,12116,,,,,,,,
309790,1,Single,0,158000,College,College,With Parent,,,,,9500,,,,9500,,,,,,,,,,,,,,,
309791,1,Single,0,150000,High School,College,With Parent,,,,,3500,3000,,,,,,,,,,,,,,,,,,
309797,1,Single,8271,159712,College,High School,With Parent,,,,,2750,,,,5500,,,,1750,,,,,,,,,,,
309798,1,Single,0,24303,College,High School,Off Campus,,,,,,,3000,5550,,,2800,12001,,,3500,12116,,,2600,12855,,,2000,13023
309799,1,Single,0,16920,High School,Unknown,Off Campus,,,,,,,,13540,,,,13151,,,,13866,,,,14005,,,,13323
309812,1,Single,0,11649,College,High School,With Parent,,,,,,,2000,13540,,,,13751,,,3280,13716,5500,,2229,10887,7500,,2000,9630
309813,1,Single,0,138539,High School,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
309814,1,Single,0,20273,,High School,With Parent,,,,,3500,,,5550,9500,250,,,8305,,,4808,5500,,,,12500,,,1765
309823,1,Single,0,25809,High School,High School,On Campus Housing,,,,,5500,,,5500,6500,,,5215,2300,,,12716,,,,12255,5007,,,11423
309846,1,Single,0,8883,High School,College,Off Campus,,,,,,,,5550,,,,12001,,,,6330,,,,5775,4374,,,5765
309854,1,Single,0,8568,Middle School,Middle School,With Parent,,,,,,,,10990,3000,,,11951,,,,,,,,,,,,
309855,1,Single,707,30418,High School,College,On Campus Housing,,,,,10000,,,12490,7500,,2000,13058,6500,,3500,7358,6500,,2000,6441,14500,,,1150
309856,1,Single,0,62264,High School,College,With Parent,,,,,11500,,,2516,4500,,,8685,,,,10644,7500,,,3789,3750,,,
309875,1,Single,5376,10346,College,College,With Parent,,,,,1638,,,10150,,,,11183,,,,12066,5500,,,5975,2750,,,5762
309876,1,Single,0,24580,High School,High School,With Parent,,,,,,,,11790,3500,1058.1,,2798,,,,11294,5500,,,5225,5500,2500,,4665
309878,1,Single,0,16767,High School,High School,With Parent,,,,,,,,11263,,,,13751,,,,13866,,,,13355,,,,
309896,1,Single,6143,22542,College,Middle School,With Parent,,,,,,,,12390,,,,11183,,,,10442,2750,,,6513.19,7500,,,6613
309903,1,Single,0,0,College,College,With Parent,,,,,,,,11040,,,,4296.03,,,,,,,,,,,,
309912,1,Single,0,38656,Unknown,Unknown,On Campus Housing,,,,,5500,,,9402,5500,,,5645,6500,,,5730,5500,,,6025,7500,,,4665
309920,1,Single,0,27102,College,,With Parent,,,,,,,,11640,,,,12601,,,,11894,,,,11421,,,1500,8694
309921,1,Single,14791,0,High School,High School,With Parent,,,,,,,2000,11640,,,2600,12601,4162,,2700,11294,,,,12255,,,,6938
309926,1,Single,4133,19755,College,College,With Parent,,,,,,,,11790,,,,10935,,,2000,11042,,,,12205,,,,
309927,1,Single,64000,105000,College,College,With Parent,,,,,,3000,,,,,,,,,,,,,,,,,,
309934,1,Single,0,99823,College,High School,With Parent,,,,,,,,,3500,,,,,,,,5500,,,,3250,,,
309935,1,Single,0,46093,College,High School,With Parent,,,,,,,,9550,,,,11183,,,,5730,,,,5775,,,,
309944,1,Single,14380,0,College,College,Off Campus,,,,,10500,,,3150,10500,,,,,,,,,,,,,,,
309950,1,Single,0,0,High School,Middle School,With Parent,,,,,,,,11790,,,,985.23,,,,,,,,,,,,
309952,1,Single,0,41933,High School,High School,With Parent,,,,,3500,,,9890,2178,,,10133,,,,10244,6500,,,10371,7500,,,5185
309960,1,Single,0,64301,High School,College,With Parent,,,,,3500,,,3816,3500,,,2495,4500,,,,4500,,,,,,,
309963,1,Single,15075,0,High School,High School,With Parent,,,,,7500,,,5716,,,,2971,,,,1020,,,,,,,,
309970,1,Single,0,29874,High School,High School,With Parent,,,,,,,,10090,5500,,,3495,6500,,,3480,12500,,,3625,3500,,,9741
309981,1,Single,19575,24964,High School,High School,Off Campus,,,,,7500,,,,10500,,,,,,,,,,,,,,,
310005,1,Single,7584,40956,High School,College,With Parent,,,,,2000,,,4900,3942,,,1895,4500,,,1680,5500,,,5054,10574,,,
310017,1,Single,0,27830,High School,High School,On Campus Housing,,,,,14500,,,13040,4750,,,5592,,,,,,,,,,,,
310023,1,Single,8873,0,High School,Middle School,Off Campus,,,,,,,,5550,,,,,,,,,,,,,,,,
310033,1,Single,0,36969,High School,Unknown,With Parent,,,,,,,,10590,3500,,,11851,,,,11044,5500,,,10971,,,,
310071,1,Single,22230,0,High School,High School,Off Campus,,,,,6424,,,2775,,,,,,,,,,,,,,,,
310079,1,Single,4055,8008,High School,High School,On Campus Housing,,,,,8000,,2000,13790,9500,,2000,13401,13000,,2000,10934,8762,,2000,13955,6000,,,10691
310084,1,Single,0,15993,High School,High School,On Campus Housing,,,,,,3000,,10650,,8200,,5645,4500,5648,,5280,5500,11178.6,,,3750,,,
310086,1,Single,10825,57983,College,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
310088,1,Single,6554,0,College,High School,Off Campus,,,,,,,,5895,,,,,,,,,,,,,,,,
310093,1,Divorced,46900,0,High School,High School,Off Campus,,,,,3750,,,,,,,,,,,,,,,,,,,
310097,1,Single,0,0,High School,High School,On Campus Housing,,,,,9500,,,11040,9500,,1000,11183,12000,,2000,11894,15000,,1957,11421,15000,,2000,9294
310102,1,Single,18363,0,High School,High School,Off Campus,,,,,7500,,,1688,10500,,,1722,5251,,,345,5500,,,2329,3250,,,
310124,1,Married,65000,0,High School,High School,Off Campus,,,,,12500,1000,,,,,,,,,,,,,,,,,,
310126,1,Single,778,144441,College,College,Off Campus,,,,,,10421.8,,,,10653.3,,,,10853,,,,11178.6,,,,,,
310133,1,Single,3977,49034,College,High School,On Campus Housing,,,,,14500,,,5592,10500,,,5645,,,,,,,,,,,,
310136,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310144,1,Single,0,35000,High School,High School,On Campus Housing,,,,,1750,,,7228.56,,,,,,,,,,,,,,,,
310145,1,Married,113808,0,High School,High School,Off Campus,,,,,7500,,,,,,,,,,,,,,,,,,,
310165,1,Single,14661,12374,Middle School,High School,Off Campus,,,,,,,,1942.95,,,,,,,,,,,,,,,,
310167,1,Separated,29778,0,High School,College,Off Campus,,,,,10500,,,5550,10500,,,4702,,,,,,,,,,,,
310177,1,Single,0,38301,High School,College,With Parent,,,,,,2000,,6945,,,,,,,,,,,,,,,,
310192,1,Single,0,0,High School,College,Off Campus,,,,,,,2390,11725.75,,,,,,,,,,,,,,,,
310204,1,Single,0,18270,Middle School,Middle School,Off Campus,,,,,3500,,,5550,5500,,,5645,8500,,,5680,10500,,,5775,3000,,,9855
310227,1,Single,0,74834,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
310236,1,Single,0,0,High School,High School,On Campus Housing,,,,,,,,13540,3500,,,13876,4500,2000,,14116,5500,,,14255,5500,,2000,14423
310243,1,Single,0,33800,High School,College,Off Campus,,,,,,,,5045,,,,,,,,,,,,,,,,
310252,1,Single,0,28100,High School,High School,On Campus Housing,,,,,,,,12040,4672,,,12108,,,,10042,,,,10057,12500,,,1150
310263,1,Single,0,0,Unknown,High School,With Parent,,,,,3500,1000,,11790,3500,1000,,12601,8500,500,,8923,,1000,,11421,,,,
310268,1,Single,0,55246,High School,College,With Parent,,,,,900,,,3116,,,,895,,,,1980,,,,,,,,
310269,1,Single,0,39942,High School,High School,On Campus Housing,,,,,5500,,2000,8652,,,,,,,,,,,,,,,,
310270,1,Single,0,16344,High School,High School,Off Campus,,,,,,,,12940,,,,13151,,,,13216,,,,,,,,7708
310272,1,Single,0,19500,High School,High School,With Parent,,,,,,1000,,6195,,,,2822,,,,,,,,,,,,
