"","cohort_term","Marital.Status","Adjusted.Gross.Income","Parent.Adjusted.Gross.Income","Father.s.Highest.Grade.Level","Mother.s.Highest.Grade.Level","Housing","Total_loan","Total_grant","Total_scholarship","Total_WorkStudy","Cohort","CohortTerm","RegistrationDate","Hispanic","Black","NativeHawaiian","White","HSDipYr","HSGPAUnwtd","EnrollmentStatus","NumColCredAttemptTransfer","NumColCredAcceptTransfer","CumLoanAtEntry","HighDeg","MathPlacement","EngPlacement","GatewayMathStatus","GatewayEnglishStatus","CompleteDevMath","CompleteDevEnglish","Major1","Complete1","CompleteCIP1","TermGPA","CumGPA","Dropout"
"2420","1","Married",67986,0,"High School","Unknown","Off Campus",0,1300,10421.8,0,"2012-13","1",20120716,0,0,0,0,2016,1,"2",91,87,1,"2","0","0","0","0","-2","-2",51.3801,2.66666666666667,15.7933666666667,3.85666666666667,3.85666666666667,"0"
"2421","1","Single",14123,0,"College","College","With Parent",75078,6801,0,0,"2012-13","1",20120821,1,0,0,0,2016,1,"2",83,57,1,"2","0","0","0","0","-2","-2",43.0199,0.888888888888889,3.00221111111111,2.46666666666667,2.46666666666667,"1"
"2422","1","Married",80518,0,"High School","Middle School","Off Campus",25007,6714.62,0,0,"2012-13","1",20120412,0,1,0,0,2016,1,"2",96,72,1,"2","0","0","0","0","-2","-2",51.3801,0,-2,2.97,2.97,"1"
"2423","1","Single",15831,0,"College","High School","Off Campus",25022,1800,0,0,"2012-13","1",20120712,0,1,0,0,2016,1,"2",73.5,44.5,1,"2","0","0","1","0","-2","-2",51.3801,0,-2,3.065,3.065,"1"
"2424","1","Single",0,19058,"Unknown","Unknown","Off Campus",28500,39256,0,0,"2012-13","1",20120718,0,0,0,0,2012,2.84,"1",-2,-2,-2,"0","1","1","0","0","0.0833333333333333","0",17.4173,0,-2,3.15416666666667,3.15416666666667,"0"
"2425","1","Single",0,75000,"College","College","On Campus Housing",30500,0,0,0,"2012-13","1",20120412,0,1,0,0,2012,2.4,"1",-2,-2,-2,"0","1","1","0","0","0.181818181818182","0.0909090909090909",50.0901,0,-2,2.68818181818182,2.68818181818182,"0"
"2426","1","Single",0,17557,"College","College","With Parent",20500,21027,1250,0,"2012-13","1",20120430,0,0,0,1,2016,3.3,"1",-2,-2,-2,"0","1","0","0","1","0.1","-2",31.21806,0.8,3.40301,3.396,3.396,"0"
"2427","1","Single",0,23111,"High School","College","Off Campus",8500,62157,0,5000,"2012-13","1",20120712,0,1,0,0,2016,1,"1",-2,-2,-2,"0","0","1","0","0","-2","0.181818181818182",27.1623545454545,0.636363636363636,2.00091818181818,3.26909090909091,3.26909090909091,"0"
"2428","1","Separated",23095,0,"High School","High School","Off Campus",11250,12914,0,0,"2012-13","1",20120511,1,0,0,0,1982,1.9,"1",-2,-2,-2,"0","1","0","0","1","0","-2",0,0,-2,2.27666666666667,2.27666666666667,"1"
"2429","1","Single",12046,49271,"Middle School","High School","Off Campus",17500,10097,500,0,"2012-13","1",20120801,1,0,0,0,2016,1,"2",34,34,1,"0","0","0","0","0","-2","-2",32.6834333333333,1.16666666666667,2.16835,3.77166666666667,3.77166666666667,"0"
"2430","1","Married",141760,0,"College","College","Off Campus",12500,0,0,0,"2012-13","1",20120731,0,0,0,0,2016,1,"2",1,79,1,"2","0","0","0","0","-2","-2",51.3801,2.66666666666667,15.7933666666667,3.38666666666667,3.38666666666667,"0"
"2431","1","Single",5176,61893,"High School","High School","With Parent",9000,0,0,0,"2012-13","1",20120410,0,0,0,1,2016,1,"2",137,75,1,"2","0","0","0","0","-2","-2",45.1001,1.75,9.775025,3.8075,3.8075,"0"
"2432","1","Single",62623,0,"College","College","Off Campus",4750,0,0,0,"2012-13","1",20120725,0,1,0,0,2016,1,"2",38,38,1,"0","0","0","0","0","-2","-2",51.3801,0,-2,2.32,2.32,"1"
"2433","1","Single",23358,0,"Unknown","Unknown","Off Campus",28750,8438,10000,0,"2012-13","1",20120410,1,0,0,0,2016,1,"2",63,63,1,"2","0","0","0","0","-2","-2",13.9688571428571,1,0.584357142857143,3.33428571428571,3.33428571428571,"0"
"2434","1","Single",26555,0,"Middle School","High School","Off Campus",7500,0,0,0,"2012-13","1",20120417,1,0,0,0,2016,1,"1",-2,-2,-2,"0","1","0","0","1","0","-2",0,0,-2,1.325,1.325,"1"
"2435","1","Single",11265,0,"High School","College","Off Campus",2800,3969,0,0,"2012-13","1",20120427,0,0,0,1,2016,1,"1",-2,-2,-2,"0","1","1","0","0","0.5","0",0,0,-2,2.125,2.125,"1"
"2436","1","Single",7000,106476,"High School","Unknown","With Parent",25000,0,0,0,"2012-13","1",20120710,0,0,0,1,2016,1,"2",0,0,1,"0","0","0","0","0","-2","-2",51.3899,4,24.69495,3.8,3.8,"0"
"2437","1","Single",5044,36292,"Middle School","College","With Parent",0,0,0,0,"2012-13","1",20120530,1,0,0,0,2016,2.7,"1",-2,-2,-2,"0","0","0","0","1","-2","-2",52.0201,0,-2,0.54,0.54,"1"
"2438","1","Single",0,9644,"Middle School","High School","Off Campus",0,45454,0,9600,"2012-13","1",20120613,1,0,0,0,2016,1,"1",-2,-2,-2,"0","1","1","0","1","0","0",52.0301,0.666666666666667,2.50250833333333,2.85166666666667,2.85166666666667,"0"
"2439","1","Single",0,29043,"High School","College","With Parent",10000,46774,250,0,"2012-13","1",20120621,1,0,0,0,2012,1,"1",-2,-2,-2,"0","1","1","0","0","0.0909090909090909","0.0909090909090909",24.5500454545455,0.636363636363636,3.09182727272727,3.50090909090909,3.50090909090909,"0"
"2440","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2012-13","1",20120831,0,0,0,1,2016,1,"1",-2,-2,-2,"0","0","0","0","0","-2","-2",51,0,-2,3,3,"1"
"2441","1","Single",0,64059,"College","College","On Campus Housing",2750,0,0,0,"2012-13","1",20120423,0,1,0,0,2011,1.5,"1",-2,-2,-2,"0","1","1","0","1","0","0",0,0,-2,3,3,"1"
"2442","1","Single",0,38053,"College","High School","With Parent",0,26306,0,0,"2012-13","1",20120419,0,0,0,0,2016,3.3,"1",-2,-2,-2,"0","1","0","0","1","0.166666666666667","-2",15.3400666666667,0,-2,3.15833333333333,3.15833333333333,"1"
"2443","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2012-13","1",20120614,0,1,0,0,2016,1,"2",82,70,1,"2","0","0","0","0","-2","-2",51.3801,0,-2,3.572,3.572,"1"
"2444","1","Single",31099,0,"High School","High School","Off Campus",7500,0,0,0,"2012-13","1",20120606,1,0,0,0,2016,1,"1",-2,-2,-2,"0","1","0","0","0","0","-2",0,0,-2,1.725,1.725,"1"
"2445","1","Single",17712,33546,"High School","College","With Parent",5500,5550,0,0,"2012-13","1",20120530,1,0,0,0,2016,1,"1",-2,-2,-2,"0","1","0","0","1","0","-2",0,0,-2,1.15,1.15,"1"
"2446","1","Single",797,40299,"High School","High School","With Parent",0,0,0,0,"2012-13","1",20120802,0,1,0,0,2008,1,"1",-2,-2,-2,"0","1","1","0","0","0","0",52.0201,0,-2,1.8,1.8,"1"
"2447","1","Single",22681,0,"Middle School","High School","Off Campus",23250,19545,0,0,"2012-13","1",20120509,0,1,0,0,2016,1,"2",84,66,1,"2","0","0","0","0","-2","-2",43.0199,0,-2,2.856,2.856,"1"
"2448","1","Single",4454,116271,"High School","High School","With Parent",35350,25580,0,0,"2012-13","1",20120418,0,0,0,0,2012,2.88,"1",-2,-2,-2,"0","1","1","0","1","0.25","0",30.0468,0,-2,3.2175,3.2175,"0"
"2449","1","Single",0,0,"High School","High School","On Campus Housing",0,4507.5,0,0,"2012-13","1",20120813,0,1,0,0,2012,3.1,"1",-2,-2,-2,"0","1","0","0","1","0","-2",43.0199,0,-2,0,0,"1"
"2450","1","Single",0,183518,"College","College","Off Campus",37102,0,0,0,"2012-13","1",20120711,0,0,0,1,2016,1,"2",75,72,1,"0","0","0","0","0","-2","-2",50.0901,0,-2,3.835,3.835,"1"
"2451","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2012-13","1",20120823,0,0,0,1,2016,1,"2",75,96,1,"3","0","0","0","0","-2","-2",40.0601,0,-2,3.899,3.899,"1"
"2452","1","Married",37911,0,"Unknown","College","Off Campus",14500,14788,0,0,"2012-13","1",20120531,0,0,0,0,2016,1,"2",62,60,1,"2","0","0","0","0","-2","-2",52.0301,1.14285714285714,5.71858571428571,3.51857142857143,3.51857142857143,"0"
"2453","1","Single",11992,0,"College","College","With Parent",0,11790,0,0,"2012-13","1",20120807,0,0,0,1,2016,1,"2",63,54,1,"0","0","0","0","0","-2","-2",43.0203,0,-2,3.395,3.395,"1"
"2454","1","Single",1288,100575,"Unknown","College","Off Campus",0,0,14000,0,"2012-13","1",20120425,0,0,0,1,2016,1,"2",115,96,1,"0","0","0","0","0","-2","-2",50.0902,1.75,11.022575,3.88,3.88,"0"
"2455","1","Single",0,36504,"College","College","With Parent",0,12940,0,0,"2012-13","1",20120627,0,0,0,1,2012,1,"1",-2,-2,-2,"0","1","0","0","0","0.5","-2",0,0,-2,3.155,3.155,"1"
"2456","1","Single",0,15387,"Unknown","High School","With Parent",10500,25821,0,2000,"2012-13","1",20120820,1,0,0,0,2016,1,"2",64,64,1,"2","0","0","0","0","-2","-2",42.0101,1.16666666666667,5.33501666666667,3.30166666666667,3.30166666666667,"0"
"2457","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2012-13","1",20120514,0,1,0,0,2016,1,"2",66,66,1,"2","0","0","0","0","-2","-2",43.0399,0,-2,3.94428571428571,3.94428571428571,"1"
"2458","1","Married",30917,0,"High School","High School","With Parent",24031,0,0,0,"2012-13","1",20120731,0,0,0,0,2016,1,"2",0,0,1,"0","0","0","0","0","-2","-2",51.3899,2.66666666666667,15.7966333333333,3.73333333333333,3.73333333333333,"0"
"2459","1","Single",10692,54055,"College","High School","With Parent",8250,2097,0,0,"2012-13","1",20120405,0,0,0,0,2016,1,"2",54,63,1,"2","0","0","0","0","-2","-2",43.0199,1.33333333333333,5.50331666666667,3.56333333333333,3.56333333333333,"0"
"2460","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2012-13","1",20120522,0,0,0,1,2016,1,"2",76,76,1,"2","0","0","0","0","-2","-2",51.3801,0,-2,3.9,3.9,"1"
"2461","1","Single",8056,12374,"High School","Middle School","Off Campus",0,15000,0,0,"2012-13","1",20120507,1,0,0,0,2016,1,"2",73,66,1,"2","0","0","0","0","-2","-2",43.0199,1.33333333333333,5.50331666666667,3.885,3.885,"0"
"2462","1","Single",28572,0,"High School","College","Off Campus",25000,0,0,0,"2012-13","1",20120712,0,1,0,0,2016,1,"2",66,66,1,"2","0","0","0","0","-2","-2",45.1101,1.16666666666667,5.85168333333333,3.09666666666667,3.09666666666667,"0"
"2463","1","Single",1800,109858,"College","College","With Parent",25524,0,0,0,"2012-13","1",20120724,0,0,0,1,2012,2.84,"1",-2,-2,-2,"0","1","1","0","0","0.272727272727273","0.0909090909090909",28.7064272727273,0,-2,2.86090909090909,2.86090909090909,"0"
"2464","1","Single",0,24443,"High School","College","With Parent",0,48612,8000,4000,"2012-13","1",20120430,0,0,0,0,2012,3.87,"1",-2,-2,-2,"0","0","1","0","0","-2","0.0909090909090909",28.3800545454545,0.727272727272727,2.91182727272727,3.46545454545455,3.46545454545455,"0"
"2465","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2012-13","1",20120718,0,0,0,1,2012,3.3,"1",-2,-2,-2,"0","1","0","0","1","0.0909090909090909","-2",32.7128545454545,0.636363636363636,1.82364545454545,3.05545454545455,3.05545454545455,"0"
"2466","1","Single",0,197956,"College","College","On Campus Housing",29625,0,0,0,"2012-13","1",20120510,0,0,0,1,2012,2.8,"1",-2,-2,-2,"0","1","1","0","0","0.333333333333333","0.666666666666667",50.0701,0,-2,0.936666666666667,0.936666666666667,"1"
"2467","1","Single",0,112538,"Middle School","High School","With Parent",57703,0,0,0,"2012-13","1",20120702,0,0,0,1,2012,2.99,"1",-2,-2,-2,"0","1","0","0","1","0.2","-2",9.20404,0,-2,2.857,2.857,"1"
"2468","1","Single",0,17406,"College","College","With Parent",0,35040.87,9250,0,"2012-13","1",20120419,0,0,0,1,2012,1,"1",-2,-2,-2,"0","0","0","0","0","-2","-2",15.3400666666667,0,-2,3.73777777777778,3.73777777777778,"1"
"2469","1","Single",5200,123723,"College","High School","With Parent",54566,0,0,0,"2012-13","1",20120418,0,0,0,1,2012,2.91,"1",-2,-2,-2,"0","1","1","0","0","0.111111111111111","0.222222222222222",43.0199,0.888888888888889,3.00221111111111,3.02,3.02,"0"
"2470","1","Single",0,50710,"High School","Middle School","With Parent",0,2047,2500,0,"2012-13","1",20120814,0,1,0,0,2012,3.72,"1",-2,-2,-2,"0","0","1","0","0","-2","0",0,0,-2,2.75,2.75,"1"
"2471","1","Single",3835,0,"High School","College","Off Campus",3250,2082,0,0,"2012-13","1",20120412,0,0,0,0,2016,1,"2",84,66,1,"2","0","0","0","0","-2","-2",52.0301,0,-2,3.66,3.66,"1"
"2472","1","Single",0,42036,"Middle School","Unknown","With Parent",7500,47315.68,0,0,"2012-13","1",20120621,0,0,0,1,2012,1,"1",-2,-2,-2,"0","1","1","1","1","0","0",17.20796,0,-2,2.661,2.661,"0"
"2473","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2012-13","1",20120627,0,0,0,1,2010,3,"1",-2,-2,-2,"0","1","1","0","0","0","1",43.0199,0,-2,2.225,2.225,"1"
"2474","1","Single",0,0,"High School","High School","Off Campus",13000,24221,0,0,"2012-13","1",20120619,0,1,0,0,2016,1,"2",66.5,66,1,"2","0","0","1","0","-2","-2",52.0441,1.6,8.81602,3.266,3.266,"0"
"2475","1","Single",0,21895,"High School","Middle School","With Parent",0,17791,0,0,"2012-13","1",20120411,0,0,0,0,2012,2.81,"1",-2,-2,-2,"0","0","0","1","1","-2","-2",43.0199,0,-2,1.70666666666667,1.70666666666667,"1"
"2476","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2012-13","1",20120410,0,0,0,1,2016,2.7,"1",-2,-2,-2,"0","1","1","0","0","0","1",52.1401,0,-2,3.65,3.65,"1"
"2477","1","Single",0,27090,"Middle School","High School","Off Campus",24123,34054,0,0,"2012-13","1",20120627,1,0,0,0,2012,1,"1",-2,-2,-2,"0","1","1","1","0","0","0.0769230769230769",20.0115769230769,0.615384615384615,2.15616153846154,3.30692307692308,3.30692307692308,"0"
"2478","1","Single",4967,68621,"High School","High School","With Parent",50625,0,0,0,"2012-13","1",20120611,1,0,0,0,2012,3.53,"1",-2,-2,-2,"0","0","0","1","1","-2","-2",17.20796,0.8,2.50199,3.144,3.144,"0"
"2479","1","Single",0,38962,"Middle School","College","With Parent",0,41747,0,0,"2012-13","1",20120529,1,0,0,0,2012,2.33,"1",-2,-2,-2,"0","1","1","0","1","0.2","0",17.30704,0,-2,2.501,2.501,"0"
"2480","1","Single",0,67933,"College","High School","With Parent",3500,0,0,0,"2012-13","1",20120424,1,0,0,0,2012,2.99,"1",-2,-2,-2,"0","1","0","0","1","0.333333333333333","-2",0,0,-2,3.08666666666667,3.08666666666667,"1"
"2481","1","Single",9054,9054,"Middle School","High School","Off Campus",23595,45515,100,4800,"2012-13","1",20120625,0,0,0,1,2012,2.64,"1",-2,-2,-2,"0","1","1","0","0","0.1","0.1",28.20906,0,-2,2.676,2.676,"0"
"2482","1","Single",0,131983,"High School","College","With Parent",1750,0,0,0,"2012-13","1",20120430,0,0,0,0,2012,2.9,"1",-2,-2,-2,"0","1","1","0","0","0.666666666666667","0.333333333333333",0,0,-2,3.60666666666667,3.60666666666667,"1"
"2483","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2012-13","1",20120605,1,0,0,0,2016,2.6,"1",-2,-2,-2,"0","1","1","0","1","0","0",0,0,-2,1.705,1.705,"1"
"2484","1","Single",0,38071,"Unknown","College","With Parent",3500,8150,0,0,"2012-13","1",20120412,1,0,0,0,2012,2.6,"1",-2,-2,-2,"0","1","1","0","0","0","1",13.1209,0,-2,2.01,2.01,"1"
"2485","1","Single",0,56436,"Unknown","College","On Campus Housing",11048.56,3494,0,0,"2012-13","1",20120417,0,1,0,0,2012,1,"1",-2,-2,-2,"0","1","1","0","0","0.5","1",52.0801,0,-2,0,0,"1"
"2486","1","Single",0,110000,"High School","College","With Parent",11500,0,0,0,"2012-13","1",20120531,0,0,0,1,2012,2.39,"1",-2,-2,-2,"0","1","0","0","0","0","-2",50.0901,0,-2,0.63,0.63,"1"
"2487","1","Single",0,28938,"College","College","On Campus Housing",0,11790,0,0,"2012-13","1",20120530,1,0,0,0,2012,3.51,"1",-2,-2,-2,"0","1","1","0","0","0.5","0.5",26.0101,0,-2,2.975,2.975,"1"
"2488","1","Single",0,66322,"College","College","On Campus Housing",28892,4515,0,0,"2012-13","1",20120508,0,1,0,0,2016,2.5,"1",-2,-2,-2,"0","1","1","0","0","0.0909090909090909","0.181818181818182",9.0101,0,-2,2.61454545454545,2.61454545454545,"0"
"2489","1","Single",0,37811,"High School","High School","With Parent",8250,20779,0,0,"2012-13","1",20120423,0,0,0,1,2016,2.8,"1",-2,-2,-2,"0","1","1","0","0","0.0909090909090909","0.0909090909090909",17.1882454545455,0,-2,3.43545454545455,3.43545454545455,"1"
"2490","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2012-13","1",20120626,0,0,0,1,2016,2.3,"1",-2,-2,-2,"0","1","0","0","1","0.25","-2",0,0,-2,1.73,1.73,"1"
"2491","1","Single",0,38574,"College","College","With Parent",5500,25040,0,0,"2012-13","1",20120719,0,0,0,1,2016,2.2,"1",-2,-2,-2,"0","1","1","0","0","0.2","0.2",52.0441,0,-2,2.388,2.388,"1"
"2492","1","Single",0,19304,"Unknown","Unknown","Off Campus",0,45906,10000,0,"2012-13","1",20120531,0,0,0,0,2016,2.9,"1",-2,-2,-2,"0","1","1","0","1","0.0909090909090909","0",16.5518818181818,0.727272727272727,0.546372727272727,3.74272727272727,3.74272727272727,"0"
"2493","1","Single",0,171434,"College","College","With Parent",3500,0,0,0,"2012-13","1",20120509,0,0,0,1,2016,1.9,"1",-2,-2,-2,"0","0","0","1","1","-2","-2",0,0,-2,0,0,"1"
"2494","1","Single",0,20479,"Middle School","High School","Off Campus",5500,36166,0,0,"2012-13","1",20120418,0,0,0,0,2016,2.89,"1",-2,-2,-2,"0","0","1","1","0","-2","0.125",26.04005,1,4.7600125,3.46625,3.46625,"0"
"2495","1","Single",0,17315,"High School","Middle School","With Parent",0,37433,0,0,"2012-13","1",20120627,1,0,0,0,2016,3.2,"1",-2,-2,-2,"0","1","1","0","1","0.333333333333333","0",52.0301,0,-2,2.76666666666667,2.76666666666667,"1"
"2496","1","Single",0,27014,"College","College","Off Campus",0,47940,13156.1,4000,"2012-13","1",20120427,0,0,0,0,2016,3.7,"1",-2,-2,-2,"0","0","1","0","1","-2","0",52.0301,0.8,3.40301,3.782,3.782,"0"
"2497","1","Single",0,50059,"High School","High School","Off Campus",0,18244.06,0,0,"2012-13","1",20120531,1,0,0,0,2012,3.07,"1",-2,-2,-2,"0","1","1","0","0","0.25","0.75",0,0,-2,1.4775,1.4775,"1"
"2498","1","Single",6473,30255,"Middle School","College","With Parent",0,4564,0,0,"2012-13","1",20120823,1,0,0,0,2012,1,"1",-2,-2,-2,"0","1","0","0","1","0.333333333333333","-2",0,0,-2,1.67,1.67,"1"
"2499","1","Single",0,47419,"Middle School","High School","With Parent",55700,8719,0,0,"2012-13","1",20120508,1,0,0,0,2012,3,"1",-2,-2,-2,"0","1","1","0","1","0.166666666666667","0",27.00505,0,-2,3.42833333333333,3.42833333333333,"0"
"2500","1","Single",0,14000,"High School","High School","With Parent",0,11790,0,0,"2012-13","1",20120724,1,0,0,0,2012,2.6,"1",-2,-2,-2,"0","1","1","0","0","0","1",13.1202,0,-2,0,0,"1"
"2501","1","Single",0,86075,"High School","High School","With Parent",2250,0,8000,0,"2012-13","1",20120417,0,0,0,1,2012,3.3,"1",-2,-2,-2,"0","0","1","1","0","-2","0.111111111111111",28.6802,0.888888888888889,3.00225555555556,3.92222222222222,3.92222222222222,"0"
"2502","1","Single",0,0,"Unknown","High School","On Campus Housing",23000,46138,0,0,"2012-13","1",20120413,0,0,0,0,2012,1,"1",-2,-2,-2,"0","1","1","0","0","0.111111111111111","0.222222222222222",42.0101,0.777777777777778,2.89001111111111,3.56777777777778,3.56777777777778,"0"
"2503","1","Single",0,151060,"College","High School","Off Campus",0,0,0,0,"2012-13","1",20120627,0,0,0,1,2012,2.83,"1",-2,-2,-2,"0","1","0","0","1","1","-2",43.0203,0,-2,0,0,"1"
"2504","1","Single",17750,44445,"High School","College","With Parent",4300,3165,0,0,"2012-13","1",20120726,0,0,0,1,2016,1,"2",85,66,1,"2","0","0","0","0","-2","-2",43.0199,0,-2,3.20333333333333,3.20333333333333,"1"
"2505","1","Single",0,54700,"High School","College","With Parent",0,0,0,0,"2012-13","1",20120425,0,0,0,1,2016,1,"2",49,36,1,"0","0","0","0","0","-2","-2",43.0203,0.888888888888889,3.00225555555556,3.98888888888889,3.98888888888889,"1"
"2506","1","Separated",24081,0,"Unknown","Unknown","Off Campus",22500,24106,0,0,"2012-13","1",20120606,0,1,0,0,1984,1,"1",-2,-2,-2,"0","1","1","0","0","0.375","0.25",13.1001,0,-2,2.975,2.975,"1"
"2507","1","Single",0,0,"High School","High School","With Parent",25805,48963,0,0,"2012-13","1",20120514,1,0,0,0,2016,2.2,"1",-2,-2,-2,"0","1","1","0","0","0.0714285714285714","0.0714285714285714",40.0601,0.5,1.00429285714286,2.12857142857143,2.12857142857143,"0"
"2508","1","Single",0,33207,"High School","Middle School","On Campus Housing",0,11615,0,0,"2012-13","1",20120627,1,0,0,0,2010,1,"1",-2,-2,-2,"0","1","1","0","1","0.5","0",0,0,-2,1.43,1.43,"1"
"2509","1","Single",0,83819,"High School","College","With Parent",11000,0,0,0,"2012-13","1",20120515,0,0,0,0,2012,2.6,"1",-2,-2,-2,"0","1","1","0","0","0.25","0.75",0,0,-2,1.8675,1.8675,"1"
"2510","1","Single",0,43330,"Middle School","College","Off Campus",14250,2000,0,0,"2012-13","1",20120413,0,0,0,1,2012,2.4,"1",-2,-2,-2,"0","0","0","1","1","-2","-2",0,0,-2,1.79,1.79,"1"
"2511","1","Single",2536,181186,"High School","College","With Parent",3500,0,0,0,"2012-13","1",20120411,1,0,0,0,2010,2.92,"1",-2,-2,-2,"0","0","1","1","1","-2","0",52.3471285714286,0,-2,2.53571428571429,2.53571428571429,"1"
"2512","1","Single",0,14233,"Unknown","Unknown","With Parent",2800,57105,250,10000,"2012-13","1",20120529,1,0,0,0,2012,3.2,"1",-2,-2,-2,"0","0","1","1","0","-2","0.0909090909090909",12.2773181818182,0.636363636363636,0.637281818181818,3.12727272727273,3.12727272727273,"0"
"2513","1","Single",0,54115,"High School","High School","With Parent",28600,22973,0,0,"2012-13","1",20120611,0,1,0,0,2016,3,"1",-2,-2,-2,"0","1","1","0","0","0.0769230769230769","0.153846153846154",34.6639153846154,0,-2,2.93,2.93,"0"
"2514","1","Single",0,9554,"Middle School","Middle School","With Parent",8000,36457,0,2000,"2012-13","1",20120424,0,0,0,0,2016,2.44,"1",-2,-2,-2,"0","1","1","0","0","0.166666666666667","0.166666666666667",52.0301,0,-2,3.43833333333333,3.43833333333333,"1"
"2515","1","Single",0,16912,"College","High School","With Parent",0,13238.08,0,0,"2012-13","1",20120611,0,0,0,0,2012,3,"1",-2,-2,-2,"0","1","1","0","0","0.333333333333333","0.333333333333333",43.0199,0,-2,1.79666666666667,1.79666666666667,"1"
"2516","1","Single",0,21620,"High School","College","Off Campus",16566,41694,0,0,"2012-13","1",20120717,1,0,0,0,2010,3.1,"1",-2,-2,-2,"0","1","1","0","0","0.1","0.1",34.8161,0.7,-0.89899,3.514,3.514,"0"
"2517","1","Single",0,13786,"High School","High School","Off Campus",2750,14613,0,0,"2012-13","1",20120503,0,1,0,0,2012,2.6,"1",-2,-2,-2,"0","1","1","0","0","0.333333333333333","0.666666666666667",0,0,-2,2.36333333333333,2.36333333333333,"1"
"2518","1","Single",0,33055,"High School","High School","With Parent",5250,15857,0,0,"2012-13","1",20120418,0,0,0,1,2016,1.5,"1",-2,-2,-2,"0","1","1","0","0","0","1",43.0199,0,-2,1.05666666666667,1.05666666666667,"1"
"2519","1","Single",0,11885,"Middle School","Middle School","On Campus Housing",7656,56843,0,2000,"2012-13","1",20120627,1,0,0,0,2016,1,"1",-2,-2,-2,"0","1","1","0","0","0.166666666666667","0.166666666666667",26.04005,0.666666666666667,2.506675,3.02833333333333,3.02833333333333,"0"
"2520","1","Single",0,22858,"High School","Unknown","Off Campus",1200,22721,0,0,"2012-13","1",20120621,0,1,0,0,2012,1,"1",-2,-2,-2,"0","1","0","0","0","0.2","-2",0,0,-2,1.786,1.786,"1"
"2521","1","Single",0,0,"High School","High School","Off Campus",11600,64061,0,11800,"2012-13","1",20120627,0,0,0,1,2012,1,"1",-2,-2,-2,"0","1","1","1","0","0","0.1",45.1101,0,-2,3.027,3.027,"0"
"2522","1","Single",0,32412,"High School","Middle School","With Parent",0,48042,0,40,"2012-13","1",20120627,1,0,0,0,2012,1,"1",-2,-2,-2,"0","1","1","0","0","0.125","0.125",43.0199,1,3.6274875,3.09375,3.09375,"0"
"2523","1","Single",0,22140,"Unknown","High School","On Campus Housing",31077,11765,0,0,"2012-13","1",20120529,1,0,0,0,2016,2.84,"1",-2,-2,-2,"0","1","0","0","1","0.285714285714286","-2",43.3185,0,-2,2.35142857142857,2.35142857142857,"1"
"2524","1","Single",0,54058,"Unknown","High School","With Parent",22500,0,0,0,"2012-13","1",20120411,0,1,0,0,2012,3.1,"1",-2,-2,-2,"0","1","1","0","0","0.125","0.125",26.8874375,0,-2,2.60125,2.60125,"1"
"2525","1","Single",1,1,"High School","High School","Off Campus",0,0,0,0,"2012-13","1",20120425,1,0,0,0,2012,2.4,"1",-2,-2,-2,"0","1","1","0","0","0","1",0,0,-2,1.54666666666667,1.54666666666667,"1"
"2526","1","Single",0,39078,"High School","High School","With Parent",21000,29449,0,0,"2012-13","1",20120516,1,0,0,0,2012,2.96,"1",-2,-2,-2,"0","0","1","1","1","-2","0",23.6455,0.727272727272727,2.91091818181818,3.15272727272727,3.15272727272727,"0"
"2527","1","Single",0,17339,"High School","High School","Off Campus",0,48350,0,0,"2012-13","1",20120501,1,0,0,0,2010,3.3,"1",-2,-2,-2,"0","1","0","0","1","0.125","-2",50.0701,0,-2,3.21,3.21,"1"
"2528","1","Single",1,1,"High School","High School","Off Campus",0,0,150,0,"2012-13","1",20120411,1,0,0,0,2010,2.7,"1",-2,-2,-2,"0","1","0","0","1","0.0909090909090909","-2",30.6376454545455,0.636363636363636,-0.355409090909091,2.94818181818182,2.94818181818182,"0"
"2529","1","Single",2427,6182,"Unknown","Unknown","On Campus Housing",4000,6895,0,0,"2012-13","1",20120621,1,0,0,0,2012,1,"1",-2,-2,-2,"0","1","1","1","1","0","0",0,0,-2,1.77,1.77,"1"
"2530","1","Married",26949,0,"Middle School","Middle School","Off Campus",12500,0,0,0,"2012-13","1",20120731,0,0,0,1,2016,1,"2",0,0,1,"0","0","0","0","0","-2","-2",51.3899,2.66666666666667,15.7966333333333,3.85,3.85,"0"
"2531","1","Single",7032,16702,"Unknown","Middle School","With Parent",4500,25691,0,0,"2012-13","1",20120719,1,0,0,0,2016,2,"2",12,12,2,"0","1","1","1","0","0","0.166666666666667",37.3499666666667,0,-2,2.45333333333333,2.45333333333333,"1"
